0.1,512,75,12.780179738998413
0.1,512,75,15.41594648361206
0.1,512,75,16.60249614715576
0.1,512,75,17.429830312728882
0.1,512,75,16.425721645355225
0.1,1024,75,11.0636465549469
0.1,1024,75,9.727731466293335
0.1,1024,75,10.838541030883789
0.1,1024,75,10.700665712356567
0.1,1024,75,10.659219980239868
0.1,2048,75,8.055402517318726
0.1,2048,75,8.074352502822876
0.1,2048,75,7.812871694564819
0.1,2048,75,7.9685516357421875
0.1,2048,75,8.082617282867432
0.1,4096,75,8.733975648880005
0.1,4096,75,8.773588418960571
0.1,4096,75,6.8610124588012695
0.1,4096,75,6.715611696243286
0.1,4096,75,8.27724313735962
0.1,8192,75,6.899960041046143
0.1,8192,75,6.747245788574219
0.1,8192,75,6.8921167850494385
0.1,8192,75,6.8662636280059814
0.1,8192,75,6.906475067138672
0.3,512,75,16.92795705795288
0.3,512,75,16.33460783958435
0.3,512,75,15.334975719451904
0.3,512,75,17.92090153694153
0.3,512,75,16.31768488883972
0.3,1024,75,11.48226523399353
0.3,1024,75,11.897907257080078
0.3,1024,75,11.1428382396698
0.3,1024,75,11.6717209815979
0.3,1024,75,11.99909496307373
0.3,2048,75,7.911608457565308
0.3,2048,75,8.693617820739746
0.3,2048,75,8.479130506515503
0.3,2048,75,7.767772436141968
0.3,2048,75,7.842854261398315
0.3,4096,75,8.697571992874146
0.3,4096,75,8.885396003723145
0.3,4096,75,8.716193199157715
0.3,4096,75,8.413384914398193
0.3,4096,75,6.813740968704224
0.3,8192,75,6.955877065658569
0.3,8192,75,6.876976490020752
0.3,8192,75,6.8828489780426025
0.3,8192,75,6.96484375
0.3,8192,75,6.97396445274353
0.5,512,75,14.829719066619873
0.5,512,75,16.48886728286743
0.5,512,75,16.37221646308899
0.5,512,75,15.32251501083374
0.5,512,75,17.34959864616394
0.5,1024,75,10.002052545547485
0.5,1024,75,10.047220230102539
0.5,1024,75,10.45014762878418
0.5,1024,75,9.950075387954712
0.5,1024,75,9.260854959487915
0.5,2048,75,8.489830255508423
0.5,2048,75,8.192359685897827
0.5,2048,75,8.43854546546936
0.5,2048,75,8.291159391403198
0.5,2048,75,8.607184648513794
0.5,4096,75,7.637657642364502
0.5,4096,75,8.167219638824463
0.5,4096,75,7.790583372116089
0.5,4096,75,7.759063720703125
0.5,4096,75,7.668273448944092
0.5,8192,75,7.139604330062866
0.5,8192,75,6.922476053237915
0.5,8192,75,6.9278013706207275
0.5,8192,75,6.878907680511475
0.5,8192,75,6.788473606109619
0.7,512,75,13.594781875610352
0.7,512,75,12.869407415390015
0.7,512,75,13.27595043182373
0.7,512,75,14.116073608398438
0.7,512,75,12.37446904182434
0.7,1024,75,11.195986270904541
0.7,1024,75,9.307684421539307
0.7,1024,75,9.555510520935059
0.7,1024,75,9.071016550064087
0.7,1024,75,10.779969692230225
0.7,2048,75,7.403224945068359
0.7,2048,75,7.608977794647217
0.7,2048,75,7.201200008392334
0.7,2048,75,7.100500583648682
0.7,2048,75,7.486295938491821
0.7,4096,75,7.828639268875122
0.7,4096,75,7.959808349609375
0.7,4096,75,8.053800106048584
0.7,4096,75,8.048783540725708
0.7,4096,75,7.762233734130859
0.7,8192,75,6.805673599243164
0.7,8192,75,6.841898679733276
0.7,8192,75,6.480123043060303
0.7,8192,75,6.576510906219482
0.7,8192,75,6.670953273773193
0.9,512,75,5.126795530319214
0.9,512,75,4.992309093475342
0.9,512,75,4.868820667266846
0.9,512,75,5.113463878631592
0.9,512,75,5.232738971710205
0.9,1024,75,4.8138487339019775
0.9,1024,75,4.409009695053101
0.9,1024,75,4.4327239990234375
0.9,1024,75,4.646291017532349
0.9,1024,75,4.318152189254761
0.9,2048,75,4.615853309631348
0.9,2048,75,4.769951343536377
0.9,2048,75,5.281766414642334
0.9,2048,75,4.633411169052124
0.9,2048,75,4.446160316467285
0.9,4096,75,5.206851959228516
0.9,4096,75,5.805459022521973
0.9,4096,75,5.405559539794922
0.9,4096,75,5.206941366195679
0.9,4096,75,5.738927841186523
0.9,8192,75,6.804764986038208
0.9,8192,75,6.7938573360443115
0.9,8192,75,6.589492082595825
0.9,8192,75,6.5928919315338135
0.9,8192,75,6.548024654388428
